"מספר סעיף","שם סעיף","הסבר","שם המשרד"
333406,"השקעות בינוי ואחזקת מבנים במנהל המחקר החקלאי","התקציב מיועד לאחזקה מונעת, שיפוץ והחלפת תשתיות במכוני המחקר ובחוות החקלאיות.","החקלאות"
333410,"עתודה לפעילות רב שנתית","התקציב מיועד לביצוע התאמות בתקציבי הפרויקטים השונים של משרד החקלאות, במהלך שנת התקציב.","החקלאות"
3335,"עתודה להתייקרויות",,"החקלאות"
333501,"תקציב המשרד","עתודה להתייקרויות של כל יחידות המשרד למעט מינהל המחקר.  ","החקלאות"
333502,"תקציב מינהל המחקר","עתודה להתייקרויות של מינהל המחקר בלבד. ","החקלאות"
333503,"תשתיות ומענקי השקעות","עתודה להתייקרויות של מנהלת ההשקעות, מענקי דיג ורשויות המרעה.","החקלאות"
3202,"תמיכות בייצור החקלאי",,"החקלאות"
320201,"חוק הגליל","התקציב מיועד לתשלומי סובסידיה בהתאם לחוק הגליל התשמ""ח-1988,  לפיו ניתנת סובסידיה לבעלי 
מכסה בגליל ליצור פטמים וליצור ביצי מאכל.  הסובסידיה ניתנת בשיעורים הנקובים בחוק מהעלות 
התחשיבית לייצור: בייצור פטמים %11.5 בשנת 2011 ו-%11 בשנת 2012 ובייצור ביצי מאכל %17 בשנים 
2011-2012.  שעורי הסובסידיה יופחתו בשנים הקרובות,  כחלק מן הרפורמה בשלוחת ההטלה,  על פי 
החלטת ממשלה מספר 1855 מיום 24.6.2007. בנוסף, הוקצה תקציב למענקי פרישה והיוון הסובסידיה לפי 
חוק הגליל, בהתאם להחלטת הממשלה האמורה.","החקלאות"
320202,"תמיכות במוצרים ציבוריים","התקציב מיועד לתמיכות במימון הדברות לסוגיהן )כגון הדברת זבוב ים תיכון(, וכן תמיכות שונות כגון 
תמיכה בגנים בוטניים.  ","החקלאות"
320204,"תמיכות שוק מקומי","התמיכה בשוק המקומי ניתנת במגוון של נושאים,  ביניהם:  תמיכה בקידום מכירות של תוצרת חקלאית 
טרייה ומעובדת ומתן מלגות לסטודנטים העוסקים במחקר בתחום החקלאי.","החקלאות"
320205,"תמיכות בייצוא תוצרת חקלאית","התמיכה ביצוא תוצרת חקלאית נעשית באמצעות סבסוד, עד לשיעור של %40 מההוצאות, של פעילות 
קידום המכירות לתוצרת חקלאית טרייה ומעובדת בשווקים בחו""ל. מטרת התמיכה היא לעודד השקעה 
בפעולות קידום מכירות של יצואנים ישראליים בחו""ל, מתוך תפיסה לפיה חדירה והתבססות בשווקים 
אלה עשויה לתרום לצמיחת ענף החקלאות. ","החקלאות"
320208,"ביטוח נזקי טבע בחקלאות","התמיכה מורכבת מהנושאים הבאים:
1 . בגין נזקי טבע משתתפת הממשלה בסבסוד פרמיית הביטוח שמשלמים החקלאים בשיעור של %35. 
כ-%90 מהביטוח החקלאי כנגד נזקי טבע נעשה באמצעות הקרן לביטוח מפני נזקי טבע בע""מ
)""קנט""(, שהינה חברה ממשלתית, הנמצאת בבעלות הממשלה והחקלאים. 
2 . בגין אסונות טבע, למעט נזקים לתשתיות חקלאיות, משתתפת הממשלה בסבסוד פרמיית הביטוח הרב 
סיכוני שמשלמים החקלאים בשיעור של כ-%80.  לצורך הבטחת אספקת הביטוח לחקלאים כאמור,
מתקשרת כיום הממשלה עם ""קנט"".  3 . בגין ביטוח הכנסה לגידולי בעל, משתתפת הממשלה בסבסוד פרמיית הביטוח בשיעור משתנה בהתאם 
לאזור הגידול: %80 באזורי הגידול מדרום לקו הבצורת, %65 באזור בית שאן, ו-%40 בשאר אזורי 
הארץ.","החקלאות"
320209,"תמיכות שונות בחקלאות","עיקר התמיכות בתוכנית זו:
1 . פיצויים בגין השמדות בעלי-חיים - על פי פקודת מחלות בעלי חיים, התשמ""ה-1985, מחויבת המדינה 
לשלם פיצויים לבעלים של בעל חיים, שהומת על מנת למנוע הפצה של מחלות )הרשומות בתוספת 
לפקודה(.
2 . תמיכה בענף הבקר והצאן – תמיכות בהתאם למודל הקיים בענף הבקר לבשר אשר מבוסס על עקרון 
של שמירה על שטחים פתוחים תוך ניצול מיטבי של השטח בו רועות הפרות והצאן. על פי מודל זה 
ניתנת תמיכה לפי גודל שטחי המרעה, בשים לב לגודל העדר והיחס לשטח המנוצל.
3 . עידוד קליטת עובדים ישראלים – תמיכה בהתאם להחלטת ממשלה מס' 147 מיום 12.5.2009 בנושא 
צמצום מספר העובדים הזרים בענף החקלאות בישראל, לפיה יש להקצות סך של 45 מיליון שקלים 
עבור תמריצים להעסקת עובדים ישראלים במהלך השנים 2009-2015.","החקלאות"
320210,"מרכזי מחקר ופיתוח אזוריים","בהתאם להחלטת ממשלה מס' 1417 מיום 21.2.2010, ניתנת תמיכה למרכזי מחקר ופיתוח חקלאיים באזורי 
הפריפריה מתוך הכרה בחשיבותם בפיתוח החקלאות, שמירה על כושר התחרות ומציאת פתרונות מותאמים 
לצורכי האזור וסיוע לפרנסת החקלאים תוך ניצול היתרונות היחסיים בכל אזור. התמיכה הממשלתית 
מיועדת לקיום התשתית וסגל קבע מינימאלי, לבחינה ראשונית ומקדמית של נושאים לקראת הגשת תוכניות 
מחקר מקיפות, למימון מחקרים ציבוריים ולהבאת מחקרים יישומיים בעלי חשיבות אזורית.","החקלאות"
320225,"רזרבה","תקציב הרזרבה לתמיכות משמש למימון מעורבות הממשלה בתמיכות השונות, כפי שפורטו לעיל, בהתאם 
לסדרי העדיפויות של המשרד.","החקלאות"
3203,"תמיכות לפי חוק צער בעלי חיים",,"החקלאות"
320301,"תמיכות שונות לפי חוק צער בעלי חיים","על-פי חוק צער בעלי חיים )הגנה על בעלי חיים( – תשנ""ד, 1994, תקציב שנתי בסך של 4.5 מיליון ש""ח 
מוקצה למימון צמצום ההתרבות של בעלי חיים משוטטים.","החקלאות"
3204,"תמיכות אחרות",,"החקלאות"
320402,"תמיכות אחרות","במסגרת תוכנית זו ניתן סיוע לקיבוץ עין גדי - בעקבות תופעת ""הבולענים""  באזור הקיבוץ והבעיות 
הכלכליות שהיא יצרה, החליטה ממשלת ישראל בהחלטת הממשלה מספר 4692 מיום 5 בפברואר 2006
להעניק לקיבוץ עין גדי סיוע לפיתוח בגובה 18.7 מיליון ש""ח. במסגרת מענק זה, הועמד תקציב  בסך של 
כ-4 מיליון ש""ח בכל אחת מהשנים 2012-2011.","החקלאות"
320404,"מלאי לשעת חירום (מל""ח)","במדינת ישראל מוחזקים בשגרה מלאי חירום של מוצרים חקלאיים ומוצרי מזון אחרים,  ביניהם חיטה, 
מספוא,  בשר,  שמן,  קפה,  תה וכדומה.  ועדת מל""ח עליונה קובעת,  בין השאר,  את סוגי המוצרים,  מספר 
חודשי המלאי הנדרשים ונוהלי אחזקת המלאי בהתאם לתרחיש ייחוס המוגדר על ידי מערכת הביטחון. 
הניהול המקצועי של המלאי וניהול ההתקשרות עם קבלני אחזקת המלאי נמצאים באחריות משרדי 
הממשלה הרלוונטיים. באחריות משרד החקלאות ופיתוח הכפר נמצאים: 
 
מלאי חירום של מספוא - מימון מלאי חירום של גרעיני מספוא למאכל בהמות. 
מלאי חירום של חיטה - מימון חירום של חיטה למאכל אדם.","החקלאות"
320406,"רזרבה להתייקרויות","בתוכנית זו נמצאות הרזרבות של התחום להתייקרויות.","החקלאות"
320407,"עתודה","התקציב מיועד לביצוע התאמות בתקציבי התמיכות השונות בייצור החקלאי, במהלך שנת התקציב.","החקלאות"
320408,"שיפוי יצואנים","בעקבות אי הכרה של האיחוד האירופי בשטחים שמעבר לקו הירוק כחלק מהסכם הסחר בין ישראל לאיחוד 
האירופי,  מוקצה סכום מסוים למכון היצוא,  עבור שיפוי חקלאים ותעשיינים המייצאים לאיחוד האירופי 
ואשר מייצרים תוצרתם בשטחים שמעבר לקו הירוק.","החקלאות"
